id;url;twitterUrl;text;likeCount;retweetCount;replyCount;quoteCount;createdAt;author.url;author.twitterUrl;author.id;author.name;author.userName;author.followers;author.following;author.profile_bio.description;author.createdAt;category1;score1;category2;score2;suggested_new_category;explanation;cop;lang;categories;credibility_score;evaluation_explanation
1455299863373959171;https://x.com/Reuters/status/1455299863373959171;https://twitter.com/Reuters/status/1455299863373959171;Naturalist David Attenborough told world leaders at #COP26, 'The climate emergency comes down to a single number - the concentration of carbon in our atmosphere' and said they had a unique opportunity to stop that number rising any further https://t.co/3xcaZwJP9y https://t.co/hVyApo3XAe;501;168;31;18;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582547;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Climate Crisis;0.8;Emergency Measures;0.6;;"Tweet content discusses the climate emergency and opportunity to stop atmospheric carbon rise, aligning with Climate Crisis and Emergency Measures categories; Bio provides context as a news source.";26;en;Climate Crisis;;
1455299863373959171;https://x.com/Reuters/status/1455299863373959171;https://twitter.com/Reuters/status/1455299863373959171;Naturalist David Attenborough told world leaders at #COP26, 'The climate emergency comes down to a single number - the concentration of carbon in our atmosphere' and said they had a unique opportunity to stop that number rising any further https://t.co/3xcaZwJP9y https://t.co/hVyApo3XAe;501;168;31;18;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582547;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Climate Crisis;0.8;Emergency Measures;0.6;;"Tweet content discusses the climate emergency and opportunity to stop atmospheric carbon rise, aligning with Climate Crisis and Emergency Measures categories; Bio provides context as a news source.";26;en;Emergency Measures;;
1455270924567998465;https://x.com/Reuters/status/1455270924567998465;https://twitter.com/Reuters/status/1455270924567998465;WARNING: STRONG LANGUAGE - Speaking at a rally near the #COP26 summit, @GretaThunberg said, ‘Inside COP there are just politicians and people in power pretending to take our futures seriously.... Change is not going to come from inside there’ https://t.co/3xcaZwJP9y https://t.co/2rhGjz2udz;1169;338;275;149;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582547;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Protest;0.8;Characterization of the COP Event;0.6;;"Tweet mentions strong language and a rally near #COP26, indicating protest; Reuters' bio focuses on news reporting but does not specify activism.";26;en;Protest;;
1455270924567998465;https://x.com/Reuters/status/1455270924567998465;https://twitter.com/Reuters/status/1455270924567998465;WARNING: STRONG LANGUAGE - Speaking at a rally near the #COP26 summit, @GretaThunberg said, ‘Inside COP there are just politicians and people in power pretending to take our futures seriously.... Change is not going to come from inside there’ https://t.co/3xcaZwJP9y https://t.co/2rhGjz2udz;1169;338;275;149;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582547;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Protest;0.8;Characterization of the COP Event;0.6;;"Tweet mentions strong language and a rally near #COP26, indicating protest; Reuters' bio focuses on news reporting but does not specify activism.";26;en;Characterization of the COP Event;;
1455202984263143431;https://x.com/UNICEF/status/1455202984263143431;https://twitter.com/UNICEF/status/1455202984263143431;"Nothing is stopping young people, not even COVID-19, from demanding a clean and sustainable future for all.
 
We demand that the voices and needs of children and young people are included in all climate decisions and policies. #COP26";196;55;7;3;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Emergency Measures;0.6;;Tweet emphasizes the impact on youth and calls for inclusion in climate policies, suggesting Climate Crisis with a strong emphasis on Emergency Measures. No bio provided, categorization based on tweet content.;26;en;Climate Crisis;;
1455202984263143431;https://x.com/UNICEF/status/1455202984263143431;https://twitter.com/UNICEF/status/1455202984263143431;"Nothing is stopping young people, not even COVID-19, from demanding a clean and sustainable future for all.
 
We demand that the voices and needs of children and young people are included in all climate decisions and policies. #COP26";196;55;7;3;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Emergency Measures;0.6;;Tweet emphasizes the impact on youth and calls for inclusion in climate policies, suggesting Climate Crisis with a strong emphasis on Emergency Measures. No bio provided, categorization based on tweet content.;26;en;Emergency Measures;;
1455197941971492877;https://x.com/Reuters/status/1455197941971492877;https://twitter.com/Reuters/status/1455197941971492877;Activists played in a traditional pipe band disguised as the leaders of the world's industrialized and highest-emitting countries, as some of their real-world counterparts arrived for the #COP26 climate summit in Glasgow, Scotland https://t.co/9QIbKtBYZX;94;34;10;5;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582546;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Protest;0.8;Characterization of the COP Event;0.6;;Tweet content describes a protest action at COP26, with Reuters' role in reporting news supporting Characterization.;26;en;Protest;;
1455197941971492877;https://x.com/Reuters/status/1455197941971492877;https://twitter.com/Reuters/status/1455197941971492877;Activists played in a traditional pipe band disguised as the leaders of the world's industrialized and highest-emitting countries, as some of their real-world counterparts arrived for the #COP26 climate summit in Glasgow, Scotland https://t.co/9QIbKtBYZX;94;34;10;5;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582546;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Protest;0.8;Characterization of the COP Event;0.6;;Tweet content describes a protest action at COP26, with Reuters' role in reporting news supporting Characterization.;26;en;Characterization of the COP Event;;
1455174034606284808;https://x.com/Reuters/status/1455174034606284808;https://twitter.com/Reuters/status/1455174034606284808;"The #COP26 climate summit begins in Glasgow, U.S. President Biden to tout 'largest investment' in climate at the summit, U.S. Supreme Court hears challenges to Texas’ near-total abortion ban, a man in Joker costume injures 17 in Tokyo

5⃣ stories you need to know today https://t.co/Q9ZiHfrnDd";48;22;12;6;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582548;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Characterization of the COP Event;0.8;Finance;0.6;;"Tweet mentions #COP26 and U.S. investment in climate, indicating characterization and finance aspects; bio focuses on news reporting.";26;en;Characterization of the COP Event;;
1455174034606284808;https://x.com/Reuters/status/1455174034606284808;https://twitter.com/Reuters/status/1455174034606284808;"The #COP26 climate summit begins in Glasgow, U.S. President Biden to tout 'largest investment' in climate at the summit, U.S. Supreme Court hears challenges to Texas’ near-total abortion ban, a man in Joker costume injures 17 in Tokyo

5⃣ stories you need to know today https://t.co/Q9ZiHfrnDd";48;22;12;6;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582548;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Characterization of the COP Event;0.8;Finance;0.6;;"Tweet mentions #COP26 and U.S. investment in climate, indicating characterization and finance aspects; bio focuses on news reporting.";26;en;Finance;;
1455173782977404938;https://x.com/UNICEF/status/1455173782977404938;https://twitter.com/UNICEF/status/1455173782977404938;"The climate crisis is a child rights crisis. 

It is an unprecedented threat to all children and young people. 

The results of #COP26 will shape the lives of every child in every nation on earth, now and in the future.";169;45;1;2;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Characterization of the COP Event;0.6;;"Tweet emphasizes the impact of climate crisis on children, aligning with Climate Crisis category; mentions COP26 results affecting all children globally, suggesting Characterization of the COP Event.";26;en;Climate Crisis;;
1455173782977404938;https://x.com/UNICEF/status/1455173782977404938;https://twitter.com/UNICEF/status/1455173782977404938;"The climate crisis is a child rights crisis. 

It is an unprecedented threat to all children and young people. 

The results of #COP26 will shape the lives of every child in every nation on earth, now and in the future.";169;45;1;2;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Characterization of the COP Event;0.6;;"Tweet emphasizes the impact of climate crisis on children, aligning with Climate Crisis category; mentions COP26 results affecting all children globally, suggesting Characterization of the COP Event.";26;en;Characterization of the COP Event;;
1455118923746185218;https://x.com/Reuters/status/1455118923746185218;https://twitter.com/Reuters/status/1455118923746185218;"The Udangudi plant in India is one of nearly 200 coal-fired power stations under construction in Asia. 

This new fleet will produce planet-warming emissions for decades and is a measure of the challenge world leaders face when they meet for #COP26 https://t.co/L4QKx35NC1 1/2 https://t.co/iHEgRjgXGz";58;42;17;9;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582552;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Climate Crisis;0.8;Characterization of the COP Event;0.6;;"Tweet discusses coal plants contributing to climate crisis, and mentions COP26, indicating characterization of the event; Reuters bio is general news-oriented.";26;en;Climate Crisis;;
1455118923746185218;https://x.com/Reuters/status/1455118923746185218;https://twitter.com/Reuters/status/1455118923746185218;"The Udangudi plant in India is one of nearly 200 coal-fired power stations under construction in Asia. 

This new fleet will produce planet-warming emissions for decades and is a measure of the challenge world leaders face when they meet for #COP26 https://t.co/L4QKx35NC1 1/2 https://t.co/iHEgRjgXGz";58;42;17;9;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582552;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Climate Crisis;0.8;Characterization of the COP Event;0.6;;"Tweet discusses coal plants contributing to climate crisis, and mentions COP26, indicating characterization of the event; Reuters bio is general news-oriented.";26;en;Characterization of the COP Event;;
1455113228724355076;https://x.com/Reuters/status/1455113228724355076;https://twitter.com/Reuters/status/1455113228724355076;Delayed by a year because of the COVID-19 pandemic, #COP26 aims to keep alive a target of capping global warming at 1.5C above pre-industrial levels - the limit scientists say would avoid its most destructive consequences https://t.co/fOIBfHUexp  2/3 https://t.co/B2SYyk1pzX;51;15;9;2;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582552;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Scientific Theories;0.8;Characterization of the COP Event;0.6;;"Tweet mentions scientific target and aims of COP26, aligning with Scientific Theories and Characterization categories; Bio indicates news reporting focus.";26;en;Scientific Theories;;
1455113228724355076;https://x.com/Reuters/status/1455113228724355076;https://twitter.com/Reuters/status/1455113228724355076;Delayed by a year because of the COVID-19 pandemic, #COP26 aims to keep alive a target of capping global warming at 1.5C above pre-industrial levels - the limit scientists say would avoid its most destructive consequences https://t.co/fOIBfHUexp  2/3 https://t.co/B2SYyk1pzX;51;15;9;2;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582552;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Scientific Theories;0.8;Characterization of the COP Event;0.6;;"Tweet mentions scientific target and aims of COP26, aligning with Scientific Theories and Characterization categories; Bio indicates news reporting focus.";26;en;Characterization of the COP Event;;
1455022284477911041;https://x.com/UNICEF/status/1455022284477911041;https://twitter.com/UNICEF/status/1455022284477911041;"At #COP26, UNICEF is calling on all governments to:

Ｒｅｄｕｃｅ 
greenhouse gas emissions

Ｉｎｃｒｅａｓｅ 
investment in climate adaptation

Ｐｒｏｖｉｄｅ 
climate education

Ｉｎｃｌｕｄｅ 
youth in climate negotiations

Ｅｎｓｕｒｅ
COVID-19 recovery is green";259;75;7;9;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Emergency Measures;0.8;Finance;0.6;;"Tweet calls for reducing emissions, increasing investment in adaptation and education, and including youth in negotiations, aligning with Emergency Measures and Finance categories; No bio provided, categorization based on tweet content.";26;en;Emergency Measures;;
1455022284477911041;https://x.com/UNICEF/status/1455022284477911041;https://twitter.com/UNICEF/status/1455022284477911041;"At #COP26, UNICEF is calling on all governments to:

Ｒｅｄｕｃｅ 
greenhouse gas emissions

Ｉｎｃｒｅａｓｅ 
investment in climate adaptation

Ｐｒｏｖｉｄｅ 
climate education

Ｉｎｃｌｕｄｅ 
youth in climate negotiations

Ｅｎｓｕｒｅ
COVID-19 recovery is green";259;75;7;9;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Emergency Measures;0.8;Finance;0.6;;"Tweet calls for reducing emissions, increasing investment in adaptation and education, and including youth in negotiations, aligning with Emergency Measures and Finance categories; No bio provided, categorization based on tweet content.";26;en;Finance;;
1454979041254117379;https://x.com/Reuters/status/1454979041254117379;https://twitter.com/Reuters/status/1454979041254117379;COP26 aims to banish coal. Asia is building hundreds of power plants to burn it https://t.co/P9LTC4vGtX https://t.co/a2wVpfsbvw;83;41;21;5;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582554;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Emergency Measures;0.8;Polarization;0.6;;Tweet discusses COP26 goals and contrasting actions in Asia, suggesting efforts to address climate change while highlighting global differences.;26;en;Emergency Measures;;
1454979041254117379;https://x.com/Reuters/status/1454979041254117379;https://twitter.com/Reuters/status/1454979041254117379;COP26 aims to banish coal. Asia is building hundreds of power plants to burn it https://t.co/P9LTC4vGtX https://t.co/a2wVpfsbvw;83;41;21;5;2021-11-01;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582554;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Emergency Measures;0.8;Polarization;0.6;;Tweet discusses COP26 goals and contrasting actions in Asia, suggesting efforts to address climate change while highlighting global differences.;26;en;Polarization;;
1454962656905936898;https://x.com/UNICEF/status/1454962656905936898;https://twitter.com/UNICEF/status/1454962656905936898;"Children like these little ones in India are the most affected by the escalating climate crisis.

Join us and young people in calling world leaders at #COP26 to urgently reduce emissions and increase investment in climate adaptation. https://t.co/wgGN9xncFU";210;46;1;3;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Finance;0.6;;"Tweet highlights impact on children, aligning with Climate Crisis category; calls for investment in adaptation suggests Finance theme.";26;en;Climate Crisis;;
1454962656905936898;https://x.com/UNICEF/status/1454962656905936898;https://twitter.com/UNICEF/status/1454962656905936898;"Children like these little ones in India are the most affected by the escalating climate crisis.

Join us and young people in calling world leaders at #COP26 to urgently reduce emissions and increase investment in climate adaptation. https://t.co/wgGN9xncFU";210;46;1;3;2021-11-01;https://x.com/UNICEF;https://twitter.com/UNICEF;33933259.0;UNICEF;UNICEF;9199388;811;UNICEF works in over 190 countries and territories to protect children's rights. We won't stop, #ForEveryChild.;Tue Apr 21 15:16:12 +0000 2009;Climate Crisis;0.8;Finance;0.6;;"Tweet highlights impact on children, aligning with Climate Crisis category; calls for investment in adaptation suggests Finance theme.";26;en;Finance;;
1454934958859079682;https://x.com/Reuters/status/1454934958859079682;https://twitter.com/Reuters/status/1454934958859079682;Greenpeace's executive director said leaders of all #COP26 countries must pledge to halve global emissions by 2030 to keep alive a target of capping global warming at 1.5C above pre-industrial levels https://t.co/zVgpVPV0aN;39;19;8;3;2021-10-31;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582554;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Emergency Measures;0.8;Scientific Data;0.6;;"Tweet discusses pledge to halve emissions by 2030, indicating emergency measures; mentions scientific target of capping warming at 1.5C.";26;en;Emergency Measures;;
1454934958859079682;https://x.com/Reuters/status/1454934958859079682;https://twitter.com/Reuters/status/1454934958859079682;Greenpeace's executive director said leaders of all #COP26 countries must pledge to halve global emissions by 2030 to keep alive a target of capping global warming at 1.5C above pre-industrial levels https://t.co/zVgpVPV0aN;39;19;8;3;2021-10-31;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582554;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Emergency Measures;0.8;Scientific Data;0.6;;"Tweet discusses pledge to halve emissions by 2030, indicating emergency measures; mentions scientific target of capping warming at 1.5C.";26;en;Scientific Data;;
1454919859368644611;https://x.com/Reuters/status/1454919859368644611;https://twitter.com/Reuters/status/1454919859368644611;Several hundred protesters marched through the streets of Brussels to demand bolder action in fighting climate change at the #COP26 climate summit in Glasgow https://t.co/4tmSpHifF3;86;26;6;6;2021-10-31;https://x.com/Reuters;https://twitter.com/Reuters;1652541.0;Reuters;Reuters;25582555;1196;Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a;Tue Mar 20 17:46:05 +0000 2007;Protest;0.8;Characterization of the COP Event;0.6;;"Tweet content directly mentions protesters demanding action at COP26, aligning with Protest category; Reuters' bio indicates news coverage, supporting secondary Characterization.";26;en;Protest;;
